village_id,village_name,farm_id,area_ha,crop_type,crop_confidence,crop_margin,long_duration_flag,data_quality,n_valid_dates,has_canopy,canopy_peak_db,canopy_peak_doy,canopy_end_db,cleared_fraction,season_integral_db,extrapolated_fraction,accumulation_response,yield_ref_t_ha,yield_forecast_t_ha,production_t
22,Sokhda,13,0.4815,Groundnut,low,0.2345,False,measured,6,True,1.0238,316.0,1.0238,0.0,-0.795,0.0,0.7087,2.734,1.9375,0.9329
22,Sokhda,14,0.2897,Rice,high,0.157,False,measured,6,True,1.0382,226.0,0.0,1.0,-0.8685,0.0,0.8715,1.675,1.4598,0.4229
22,Sokhda,15,0.0,Bajra,low,0.3957,False,imputed,0,False,0.0,,0.0,,-0.6665,0.0,1.1392,1.362,1.5516,0.0
22,Sokhda,16,0.0,Bajra,low,0.3957,False,imputed,0,False,0.0,,0.0,,-0.6665,0.0,1.1392,1.362,1.5516,0.0
22,Sokhda,17,0.0,Bajra,low,0.152,False,imputed,0,False,0.0,,0.0,,-1.1007,0.0,1.0579,1.362,1.4408,0.0
22,Sokhda,18,0.0,Bajra,low,0.152,False,imputed,0,False,0.0,,0.0,,-1.1007,0.0,1.0579,1.362,1.4408,0.0
22,Sokhda,19,0.0,Maize,low,0.0727,False,imputed,0,False,0.0,,0.0,,-0.3088,0.0,0.9672,2.035,1.9682,0.0
22,Sokhda,20,0.3876,Maize,low,0.4477,False,measured,6,False,0.0,,0.0,,-1.2888,0.0,0.7119,2.035,1.4487,0.5615
22,Sokhda,21,0.5725,Bajra,low,0.3318,False,measured,6,False,0.0,,0.0,,-2.2916,0.0,0.963,1.362,1.3116,0.7509
22,Sokhda,22,0.3981,Bajra,low,0.1903,False,measured,6,False,0.0,,0.0,,-1.6945,0.0,0.9881,1.362,1.3457,0.5357
22,Sokhda,23,0.0,Bajra,low,0.5314,False,imputed,0,False,0.0,,0.0,,-1.7084,0.0,0.9875,1.362,1.3449,0.0
22,Sokhda,24,0.2566,Bajra,low,0.348,False,measured,6,False,0.0,,0.0,,-2.8614,0.0,0.9392,1.362,1.2791,0.3282
22,Sokhda,25,0.102,Maize,low,0.0167,False,measured,6,False,0.0,,0.0,,-1.0986,0.0,0.7615,2.035,1.5496,0.1581
22,Sokhda,26,0.4838,Maize,low,0.4102,False,measured,6,False,0.0,,0.0,,-1.8147,0.0,0.7,2.035,1.4245,0.6892
22,Sokhda,27,0.5415,Maize,low,0.0101,False,measured,6,False,0.0,,0.0,,-1.0493,0.0,0.7743,2.035,1.5757,0.8532
22,Sokhda,28,0.2599,Maize,low,0.0058,False,measured,6,False,0.0,,0.0,,-1.2343,0.0,0.7261,2.035,1.4776,0.384
22,Sokhda,29,0.5681,Bajra,low,0.048,False,measured,6,False,0.0,,0.0,,-1.4248,0.0,0.9994,1.362,1.3611,0.7732
22,Sokhda,30,0.3339,Groundnut,low,-0.4284,True,measured,6,True,2.7452,226.0,1.6517,0.3983,2.2245,0.0,1.3,2.734,3.5542,1.1867
22,Sokhda,31,0.5907,Rice,high,0.1489,False,measured,6,True,1.2318,226.0,0.8271,0.3285,-0.0596,0.0,0.9602,1.675,1.6084,0.9501
22,Sokhda,32,0.1085,Bajra,low,0.1663,False,measured,6,False,0.0,,0.0,,-2.9608,0.0,0.935,1.362,1.2735,0.1382
22,Sokhda,33,0.6522,Cotton,high,0.1261,False,measured,6,True,1.7161,316.0,1.7161,0.0,0.0707,0.8101,0.7,1.6206,1.1344,0.7399
22,Sokhda,34,0.468,Groundnut,low,0.2069,False,measured,6,True,1.4163,316.0,1.4163,0.0,-1.1871,0.0,0.7,2.734,1.9138,0.8957
22,Sokhda,35,0.9923,Maize,low,0.1295,False,measured,6,False,0.0,,0.0,,-1.66,0.0,0.7,2.035,1.4245,1.4135
22,Sokhda,36,0.9021,Maize,low,0.1047,False,measured,6,False,0.0,,0.0,,-1.093,0.0,0.7629,2.035,1.5525,1.4005
22,Sokhda,37,0.5266,Groundnut,low,0.5069,False,measured,6,False,0.3692,,0.3692,,-1.2849,0.0,0.7,2.734,1.9138,1.0078
22,Sokhda,38,0.4925,Groundnut,low,0.4675,False,measured,6,False,0.436,,0.436,,-1.3047,0.0,0.7,2.734,1.9138,0.9425
22,Sokhda,39,0.6675,Bajra,low,0.2511,False,measured,6,False,0.0,,0.0,,-1.8366,0.0,0.9821,1.362,1.3376,0.8928
22,Sokhda,40,0.532,Maize,low,0.0752,False,measured,6,False,0.0,,0.0,,-1.1043,0.0,0.76,2.035,1.5465,0.8227
22,Sokhda,41,0.9448,Rice,high,0.4158,False,measured,6,True,1.8267,226.0,0.0,1.0,0.9208,0.0,1.0891,1.675,1.8243,1.7236
22,Sokhda,42,1.3556,Groundnut,low,-0.129,True,measured,6,True,4.6311,286.0,4.2551,0.0812,4.2925,0.0,1.3,2.734,3.5542,4.8181
22,Sokhda,43,0.646,Maize,low,0.1942,False,measured,6,False,0.0,,0.0,,-0.6542,0.0,0.8772,2.035,1.7851,1.1532
22,Sokhda,44,0.3343,Groundnut,low,0.0829,False,measured,6,True,0.7899,316.0,0.7899,0.0,0.2929,0.0,0.9452,2.734,2.5841,0.8639
22,Sokhda,45,0.4164,Maize,low,0.0761,False,measured,6,False,0.1183,,0.0,,-0.0786,0.0,1.0301,2.035,2.0963,0.8729
22,Sokhda,46,0.0,Maize,low,0.3547,False,imputed,0,False,0.0,,0.0,,-1.5388,0.0,0.7,2.035,1.4245,0.0
22,Sokhda,47,0.9941,Maize,low,0.0582,False,measured,6,True,0.9084,226.0,0.0,1.0,0.2424,0.0,1.1231,2.035,2.2855,2.272
22,Sokhda,48,0.5443,Bajra,low,0.3607,False,measured,6,False,0.0,,0.0,,-0.6902,0.0,1.1348,1.362,1.5456,0.8413
22,Sokhda,49,1.4404,Maize,low,0.4112,False,measured,6,False,0.0,,0.0,,-1.325,0.0,0.7025,2.035,1.4296,2.0592
22,Sokhda,50,0.0,Maize,low,0.075,False,imputed,0,True,0.5257,226.0,0.0,1.0,0.1851,0.0,1.1065,2.035,2.2517,0.0
22,Sokhda,51,0.0219,Rice,high,0.1891,False,measured,6,True,0.8477,226.0,0.0,1.0,-0.4257,0.0,0.9201,1.675,1.5411,0.0338
22,Sokhda,52,0.0,Groundnut,low,0.2226,False,imputed,0,False,0.2999,,0.2999,,-1.205,0.0,0.7,2.734,1.9138,0.0
22,Sokhda,53,0.2259,Maize,low,0.1656,False,measured,6,True,0.6467,226.0,0.0964,0.8509,0.126,0.0,1.0894,2.035,2.2169,0.5008
22,Sokhda,54,0.1834,Rice,high,0.209,False,measured,6,True,0.5766,226.0,0.2381,0.5871,-0.6462,0.0,0.8959,1.675,1.5006,0.2752
22,Sokhda,55,0.2352,Rice,high,0.0866,False,measured,6,True,4.5586,226.0,2.497,0.4522,2.4377,0.0,1.3,1.675,2.1775,0.5121
22,Sokhda,56,0.337,Bajra,low,0.39,False,measured,6,False,0.0,,0.0,,-2.1964,0.0,0.967,1.362,1.3171,0.4439
22,Sokhda,57,0.0,Maize,low,0.3747,False,imputed,0,False,0.0,,0.0,,-0.2209,0.0,0.99,2.035,2.0147,0.0
22,Sokhda,58,0.096,Rice,high,0.1488,False,measured,6,True,0.5059,226.0,0.0,1.0,-0.8337,0.0,0.8753,1.675,1.4662,0.1408
22,Sokhda,59,0.8145,Maize,low,0.0447,False,measured,6,True,0.6834,226.0,0.0341,0.95,0.1741,0.0,1.1033,2.035,2.2453,1.8288
22,Sokhda,60,0.2806,Bajra,low,0.5202,False,measured,6,False,0.0,,0.0,,-1.0639,0.0,1.0648,1.362,1.4502,0.4069
22,Sokhda,61,0.375,Bajra,low,0.3154,False,measured,6,False,0.0,,0.0,,-1.3372,0.0,1.0136,1.362,1.3805,0.5177
22,Sokhda,62,0.4876,Groundnut,low,0.0751,False,measured,6,True,1.7014,226.0,0.6981,0.5897,0.7063,0.0,1.0448,2.734,2.8564,1.3928
22,Sokhda,63,0.7578,Bajra,low,0.2638,False,measured,6,False,0.0,,0.0,,-1.5788,0.0,0.9929,1.362,1.3523,1.0248
22,Sokhda,64,0.9613,Maize,low,0.2283,False,measured,6,False,0.2232,,0.0,,-0.0356,0.0,1.0426,2.035,2.1217,2.0396
22,Sokhda,65,1.1754,Bajra,low,0.2248,False,measured,6,False,0.0,,0.0,,-1.8775,0.0,0.9804,1.362,1.3353,1.5695
22,Sokhda,66,0.4845,Bajra,low,0.353,False,measured,6,False,0.0,,0.0,,-1.9666,0.0,0.9767,1.362,1.3302,0.6445
22,Sokhda,67,0.9,Rice,high,0.2548,False,measured,6,True,1.2419,226.0,0.0,1.0,-1.0378,0.0,0.8529,1.675,1.4287,1.2858
22,Sokhda,68,0.5117,Maize,low,0.0685,False,measured,6,False,0.0,,0.0,,-1.2501,0.0,0.722,2.035,1.4693,0.7518
22,Sokhda,69,1.0443,Rice,high,0.377,False,measured,6,True,2.5343,226.0,0.0,1.0,-1.0695,0.0,0.8495,1.675,1.4229,1.4859
22,Sokhda,70,1.1213,Rice,high,0.2075,False,measured,6,True,2.0836,226.0,0.0,1.0,-0.2801,0.0,0.936,1.675,1.5679,1.7581
22,Sokhda,71,0.5035,Groundnut,low,0.167,False,measured,6,False,0.4693,,0.4693,,-0.8379,0.0,0.7,2.734,1.9138,0.9636
22,Sokhda,72,0.3691,Maize,low,0.1004,False,measured,6,True,0.7512,226.0,0.0719,0.9043,0.1362,0.0,1.0923,2.035,2.2229,0.8205
22,Sokhda,73,0.3509,Maize,low,-0.1643,False,measured,6,False,0.0,,0.0,,-1.2743,0.0,0.7157,2.035,1.4564,0.5111
22,Sokhda,74,0.9351,Rice,high,0.4145,False,measured,6,True,2.0308,226.0,0.4596,0.7737,1.7309,0.0,1.206,1.675,2.0201,1.889
22,Sokhda,75,1.1756,Maize,low,0.5278,False,measured,6,False,0.0,,0.0,,-0.7539,0.0,0.8512,2.035,1.7322,2.0364
22,Sokhda,76,1.3119,Maize,low,0.1833,False,measured,6,False,0.0,,0.0,,-0.5512,0.0,0.904,2.035,1.8397,2.4135
22,Sokhda,77,0.9374,Groundnut,low,0.2672,False,measured,6,True,1.2566,286.0,0.3219,0.7438,0.5374,0.0,0.9983,2.734,2.7294,2.5585
22,Sokhda,78,0.4009,Cotton,high,0.0649,False,measured,6,True,2.0402,316.0,2.0402,0.0,0.3862,0.8101,0.7,1.6206,1.1344,0.4548
22,Sokhda,79,0.5705,Maize,low,0.5693,False,measured,6,False,0.0,,0.0,,-1.2146,0.0,0.7312,2.035,1.4881,0.849
22,Sokhda,80,1.3582,Maize,low,0.5166,False,measured,6,False,0.0,,0.0,,-1.477,0.0,0.7,2.035,1.4245,1.9348
22,Sokhda,81,1.4962,Rice,high,0.0833,False,measured,6,True,2.7196,226.0,1.2127,0.5541,1.3094,0.0,1.1452,1.675,1.9182,2.87
22,Sokhda,82,1.0646,Maize,low,0.1129,False,measured,6,True,0.5124,226.0,0.0,1.0,0.1054,0.0,1.0834,2.035,2.2048,2.3472
22,Sokhda,83,0.4909,Maize,low,0.3593,False,measured,6,False,0.0,,0.0,,-0.5558,0.0,0.9028,2.035,1.8372,0.9019
22,Sokhda,84,0.1652,Bajra,low,0.0737,False,measured,6,True,1.236,226.0,0.0,1.0,0.8271,0.0,1.3,1.362,1.7706,0.2925
22,Sokhda,85,1.2806,Rice,high,0.3355,False,measured,6,True,2.0909,226.0,0.4666,0.7769,1.5575,0.0,1.181,1.675,1.9782,2.5333
22,Sokhda,86,2.7346,Rice,high,0.2529,False,measured,6,True,2.3158,226.0,1.35,0.417,1.9077,0.0,1.2315,1.675,2.0628,5.6409
22,Sokhda,87,0.7772,Groundnut,low,0.1451,False,measured,6,True,0.6144,316.0,0.6144,0.0,-0.8229,0.0,0.7026,2.734,1.921,1.493
22,Sokhda,88,0.2609,Bajra,low,0.3085,False,measured,6,False,0.0,,0.0,,-2.5753,0.0,0.9511,1.362,1.2955,0.338
22,Sokhda,89,0.7262,Bajra,low,0.2632,False,measured,6,False,0.0,,0.0,,-1.9089,0.0,0.9791,1.362,1.3335,0.9684
22,Sokhda,90,0.3849,Groundnut,low,0.239,False,measured,6,True,1.2351,286.0,0.852,0.3102,0.9521,0.0,1.1131,2.734,3.0432,1.1713
22,Sokhda,91,0.2343,Groundnut,low,0.1417,False,measured,6,True,1.0516,286.0,0.2437,0.7683,0.5106,0.0,0.9925,2.734,2.7135,0.6358
22,Sokhda,92,0.2264,Groundnut,low,0.0401,False,measured,6,True,1.3476,286.0,0.5091,0.6222,0.7867,0.0,1.0671,2.734,2.9175,0.6605
22,Sokhda,93,0.1393,Cotton,high,0.2973,False,measured,6,True,1.7486,316.0,1.7486,0.0,1.2215,0.5267,0.925,1.6206,1.4991,0.2088
22,Sokhda,94,0.2785,Maize,low,0.0477,False,measured,6,False,0.0,,0.0,,-0.7031,0.0,0.8645,2.035,1.7592,0.4899
22,Sokhda,95,0.284,Rice,high,0.316,False,measured,6,False,0.4299,,0.0,,-0.8977,0.0,0.8683,1.675,1.4544,0.413
22,Sokhda,96,1.1555,Groundnut,low,0.1853,False,measured,6,True,1.0711,316.0,1.0711,0.0,0.5098,0.0,0.9923,2.734,2.713,3.1349
22,Sokhda,97,0.5992,Groundnut,low,0.0725,False,measured,6,True,1.3116,316.0,1.3116,0.0,-0.9235,0.0,0.7,2.734,1.9138,1.1467
22,Sokhda,98,0.2332,Groundnut,low,0.2701,False,measured,6,True,1.4948,316.0,1.4948,0.0,0.7194,0.0,1.0484,2.734,2.8664,0.6684
22,Sokhda,99,0.0758,Maize,low,0.1281,False,measured,6,False,0.0,,0.0,,-1.0734,0.0,0.768,2.035,1.5629,0.1185
22,Sokhda,100,1.0383,Rice,high,0.1121,False,measured,6,False,0.0,,0.0,,-1.8521,0.0,0.7636,1.675,1.2791,1.3281
22,Sokhda,101,0.8634,Groundnut,low,0.2923,False,measured,6,True,1.474,316.0,1.474,0.0,0.9155,0.0,1.1029,2.734,3.0154,2.6035
22,Sokhda,102,0.8774,Groundnut,low,0.1089,False,measured,6,True,1.1448,316.0,1.1448,0.0,0.2185,0.0,0.929,2.734,2.5399,2.2285
22,Sokhda,103,0.8204,Groundnut,low,-0.0947,True,measured,6,True,7.273,316.0,7.273,0.0,7.136,0.0,1.3,2.734,3.5542,2.9159
22,Sokhda,104,1.2057,Groundnut,low,0.1691,False,measured,6,True,0.5227,316.0,0.5227,0.0,-0.316,0.0,0.8128,2.734,2.2222,2.6793
22,Sokhda,105,0.8696,Rice,high,0.1941,False,measured,6,True,1.3052,226.0,1.0409,0.2024,0.4785,0.0,1.0253,1.675,1.7174,1.4935
22,Sokhda,106,1.2328,Rice,high,0.288,False,measured,6,True,2.6031,226.0,1.0702,0.5889,1.9596,0.0,1.239,1.675,2.0754,2.5586
22,Sokhda,107,0.3454,Maize,low,0.1298,False,measured,6,False,0.3804,,0.0,,-0.4404,0.0,0.9329,2.035,1.8984,0.6557
22,Sokhda,108,1.4405,Rice,high,0.4175,False,measured,6,True,2.0641,226.0,0.0,1.0,1.0536,0.0,1.1083,1.675,1.8564,2.6741
22,Sokhda,109,0.384,Groundnut,low,0.0188,False,measured,6,True,0.8884,286.0,0.5849,0.3416,-0.055,0.0,0.8695,2.734,2.3773,0.9129
22,Sokhda,110,0.9027,Rice,high,0.4285,False,measured,6,True,1.9155,226.0,0.0,1.0,0.6677,0.0,1.0526,1.675,1.7631,1.5916
22,Sokhda,111,1.7361,Cotton,high,0.0808,False,measured,6,True,1.3444,316.0,1.3444,0.0,0.7538,0.5507,0.7327,1.6206,1.1874,2.0614
22,Sokhda,112,0.4228,Rice,high,0.1048,False,measured,6,False,0.1474,,0.0,,-1.3288,0.0,0.821,1.675,1.3752,0.5814
22,Sokhda,113,0.4519,Bajra,low,0.0642,False,measured,6,False,0.1492,,0.0,,-0.6946,0.0,1.134,1.362,1.5445,0.698
22,Sokhda,114,2.7161,Maize,low,0.175,False,measured,6,False,0.0,,0.0,,-0.7787,0.0,0.8448,2.035,1.7191,4.6692
22,Sokhda,115,1.1777,Maize,low,0.2316,False,measured,6,True,1.5595,286.0,0.0,1.0,0.8802,0.0,1.3,2.035,2.6455,3.1156
22,Sokhda,116,1.4371,Maize,low,0.402,False,measured,6,False,0.0,,0.0,,-0.827,0.0,0.8322,2.035,1.6935,2.4337
22,Sokhda,117,0.5395,Rice,high,0.3603,False,measured,6,True,1.0871,226.0,0.0,1.0,-1.6684,0.0,0.7838,1.675,1.3128,0.7083
22,Sokhda,118,0.9738,Maize,low,0.1054,False,measured,6,False,0.0,,0.0,,-1.2744,0.0,0.7157,2.035,1.4564,1.4182
22,Sokhda,119,0.5508,Rice,high,0.3339,False,measured,6,True,1.8676,226.0,0.0,1.0,-1.5505,0.0,0.7967,1.675,1.3345,0.735
22,Sokhda,120,1.0908,Cotton,high,0.0554,False,measured,6,True,2.8135,226.0,2.7654,0.0171,2.3406,0.491,1.1393,1.6206,1.8463,2.0139
22,Sokhda,121,1.3063,Rice,high,0.2798,False,measured,6,True,1.0162,226.0,0.3742,0.6317,0.8201,0.0,1.0746,1.675,1.8,2.3513
22,Sokhda,122,0.8743,Cotton,high,0.3012,False,measured,6,True,3.3065,316.0,3.3065,0.0,2.4595,0.5587,1.157,1.6206,1.875,1.6393
22,Sokhda,123,0.643,Cotton,high,0.4753,False,measured,6,True,2.5001,286.0,2.1534,0.1387,1.8137,0.4876,1.0609,1.6206,1.7194,1.1056
22,Sokhda,124,0.7599,Groundnut,low,0.1678,False,measured,6,True,0.915,316.0,0.915,0.0,0.0318,0.0,0.8884,2.734,2.4289,1.8457
22,Sokhda,125,1.0226,Maize,low,0.4204,False,measured,6,False,0.0,,0.0,,-1.2333,0.0,0.7264,2.035,1.4782,1.5116
22,Sokhda,126,0.7151,Maize,low,0.3137,False,measured,6,True,1.7664,286.0,0.0,1.0,0.6045,0.0,1.228,2.035,2.4989,1.787
22,Sokhda,127,0.504,Groundnut,low,0.3672,False,measured,6,True,0.9356,286.0,0.1754,0.8125,0.4695,0.0,0.9835,2.734,2.689,1.3553
22,Sokhda,128,0.2559,Cotton,high,0.0677,False,measured,6,True,2.5171,316.0,2.5171,0.0,0.8603,0.8101,0.7765,1.6206,1.2584,0.322
22,Sokhda,129,0.2874,Groundnut,low,0.4302,False,measured,6,True,1.4006,286.0,0.4555,0.6748,1.0976,0.0,1.1536,2.734,3.1538,0.9064
22,Sokhda,130,1.1299,Bajra,low,0.5708,False,measured,6,False,0.0867,,0.0,,-0.3253,0.0,1.2032,1.362,1.6387,1.8516
22,Sokhda,131,0.3507,Maize,low,0.2067,False,measured,6,False,0.0,,0.0,,-0.4143,0.0,0.9397,2.035,1.9122,0.6706
22,Sokhda,132,0.2255,Maize,low,0.2628,False,measured,6,False,0.0,,0.0,,-0.579,0.0,0.8968,2.035,1.8249,0.4115
22,Sokhda,133,0.2754,Groundnut,low,0.3058,False,measured,6,True,1.0424,286.0,0.7943,0.238,0.7025,0.0,1.0437,2.734,2.8535,0.7859
22,Sokhda,134,0.5425,Maize,low,0.4433,False,measured,6,False,0.1506,,0.0,,-0.4919,0.0,0.9195,2.035,1.8711,1.0151
22,Sokhda,135,2.3403,Maize,low,-0.0017,False,measured,6,False,0.0,,0.0,,-0.1702,0.0,1.0036,2.035,2.0423,4.7796
22,Sokhda,136,0.6784,Maize,low,0.1302,False,measured,6,False,0.0466,,0.0,,-0.7444,0.0,0.8537,2.035,1.7373,1.1786
22,Sokhda,137,1.7808,Groundnut,low,-0.1757,True,measured,6,True,5.2624,316.0,5.2624,0.0,4.5107,0.0,1.3,2.734,3.5542,6.3293
22,Sokhda,138,0.8421,Groundnut,low,-0.1374,True,measured,6,True,5.4841,316.0,5.4841,0.0,4.8361,0.0,1.3,2.734,3.5542,2.993
22,Sokhda,139,0.9984,Maize,low,0.3099,False,measured,6,True,0.9039,286.0,0.0,1.0,0.1538,0.0,1.0974,2.035,2.2333,2.2297
22,Sokhda,140,0.2669,Maize,low,0.1495,False,measured,6,True,2.7503,286.0,0.0,1.0,1.0255,0.0,1.3,2.035,2.6455,0.7061
22,Sokhda,141,0.484,Cotton,high,0.2237,False,measured,6,True,1.7808,316.0,1.7808,0.0,1.3146,0.563,0.9633,1.6206,1.5612,0.7556
22,Sokhda,142,1.9453,Cotton,high,0.3121,False,measured,6,True,1.9519,316.0,1.9519,0.0,1.4391,0.5637,1.0053,1.6206,1.6291,3.1691
22,Sokhda,143,0.6453,Maize,low,0.1254,False,measured,6,True,0.8744,226.0,0.0,1.0,0.3368,0.0,1.1504,2.035,2.3411,1.5107
22,Sokhda,144,2.4646,Cotton,high,0.0802,False,measured,6,True,4.5123,316.0,4.5123,0.0,3.6729,0.5106,1.3,1.6206,2.1068,5.1924
22,Sokhda,145,1.2803,Groundnut,low,0.0784,False,measured,6,True,0.7682,316.0,0.7682,0.0,-0.2133,0.0,0.8351,2.734,2.2832,2.9232
22,Sokhda,146,0.695,Maize,low,0.4253,False,measured,6,True,0.7429,286.0,0.0,1.0,0.0022,0.0,1.0535,2.035,2.1439,1.49
22,Sokhda,147,0.6208,Rice,high,0.3419,False,measured,6,True,3.3995,226.0,0.0,1.0,2.4382,0.0,1.3,1.675,2.1775,1.3518
22,Sokhda,148,0.2687,Maize,low,0.2935,False,measured,6,True,1.1577,286.0,0.0,1.0,0.1323,0.0,1.0912,2.035,2.2206,0.5967
22,Sokhda,149,1.1391,Bajra,low,-0.3624,False,measured,6,False,0.0,,0.0,,-0.9228,0.0,1.0912,1.362,1.4862,1.6929
22,Sokhda,150,0.771,Maize,low,0.0837,False,measured,6,False,0.0,,0.0,,-0.9072,0.0,0.8113,2.035,1.651,1.2729
22,Sokhda,151,0.4697,Rice,high,0.1306,False,measured,6,True,1.1656,226.0,0.0,1.0,0.0375,0.0,0.9709,1.675,1.6262,0.7638
22,Sokhda,152,0.3038,Maize,low,0.2361,False,measured,6,False,0.0,,0.0,,-1.1131,0.0,0.7577,2.035,1.5419,0.4684
22,Sokhda,153,0.2808,Cotton,high,0.1887,False,measured,6,True,2.1963,316.0,2.1963,0.0,0.9512,0.7722,0.8139,1.6206,1.319,0.3704
22,Sokhda,154,0.7238,Groundnut,low,-0.1498,True,measured,6,True,5.5417,226.0,4.0152,0.2754,4.8554,0.0,1.3,2.734,3.5542,2.5725
22,Sokhda,155,0.4358,Maize,low,0.177,False,measured,6,False,0.0,,0.0,,-1.3033,0.0,0.7081,2.035,1.4411,0.628
22,Sokhda,156,0.8466,Bajra,low,0.3288,False,measured,6,False,0.0,,0.0,,-0.5709,0.0,1.1571,1.362,1.576,1.3342
22,Sokhda,157,0.4224,Cotton,high,0.0706,False,measured,6,True,2.5609,286.0,2.0014,0.2185,1.9671,0.4228,1.0838,1.6206,1.7563,0.7419
22,Sokhda,158,0.4538,Bajra,low,0.108,False,measured,6,False,0.0,,0.0,,-1.2625,0.0,1.0276,1.362,1.3996,0.6351
22,Sokhda,159,0.6722,Bajra,low,0.0539,False,measured,6,False,0.1011,,0.0,,-1.1231,0.0,1.0537,1.362,1.4351,0.9647
22,Sokhda,160,0.702,Bajra,low,0.1832,False,measured,6,False,0.0,,0.0,,-0.7075,0.0,1.1316,1.362,1.5412,1.0819
22,Sokhda,161,0.5002,Maize,low,0.42,False,measured,6,False,0.0,,0.0,,-0.4331,0.0,0.9348,2.035,1.9022,0.9515
22,Sokhda,162,0.3072,Maize,low,0.0796,False,measured,6,False,0.0862,,0.0862,,-1.0012,0.0,0.7868,2.035,1.6012,0.4919
22,Sokhda,163,0.9803,Rice,high,0.3708,False,measured,6,True,1.5361,226.0,0.1936,0.874,0.7979,0.0,1.0714,1.675,1.7946,1.7592
22,Sokhda,164,0.9062,Maize,low,-0.5492,False,measured,6,False,0.112,,0.0,,-0.1136,0.0,1.02,2.035,2.0757,1.881
22,Sokhda,165,0.7514,Groundnut,low,0.0902,False,measured,6,True,0.6058,316.0,0.6058,0.0,0.2135,0.0,0.9279,2.734,2.5369,1.9062
22,Sokhda,166,1.1974,Groundnut,low,0.1494,False,measured,6,True,0.623,316.0,0.623,0.0,0.0191,0.0,0.8857,2.734,2.4214,2.8994
22,Sokhda,167,0.7704,Groundnut,low,0.1317,False,measured,6,False,0.495,,0.2357,,-0.2197,0.0,0.8337,2.734,2.2794,1.756
22,Sokhda,168,0.7724,Maize,low,0.6717,False,measured,6,False,0.0,,0.0,,-0.553,0.0,0.9035,2.035,1.8387,1.4202
22,Sokhda,169,1.2283,Rice,high,0.3536,False,measured,6,True,0.7713,226.0,0.0,1.0,-2.8371,0.0,0.7,1.675,1.1725,1.4402
22,Sokhda,170,0.5501,Maize,low,0.4825,False,measured,6,True,1.3385,286.0,0.0,1.0,0.2857,0.0,1.1356,2.035,2.311,1.2713
22,Sokhda,171,0.324,Groundnut,low,0.1694,False,measured,6,True,1.9318,286.0,0.1859,0.9038,0.9351,0.0,1.1084,2.734,3.0303,0.9818
22,Sokhda,172,0.7412,Groundnut,low,-0.2328,False,measured,6,True,5.5345,316.0,5.5345,0.0,1.3013,0.0,1.2102,2.734,3.3086,2.4523
22,Sokhda,173,1.0506,Maize,low,-0.4143,False,measured,6,True,1.1198,226.0,0.0,1.0,0.5957,0.0,1.2254,2.035,2.4937,2.6199
22,Sokhda,174,0.9526,Rice,high,0.1252,False,measured,6,True,1.8584,226.0,0.0,1.0,0.2842,0.0,0.9979,1.675,1.6715,1.5923
22,Sokhda,175,0.1686,Groundnut,low,0.4275,False,measured,6,True,1.4125,286.0,1.0603,0.2494,1.1204,0.0,1.1599,2.734,3.1711,0.5346
