farm_id,vv_2025-06-12,vh_2025-06-12,vv_2025-06-24,vh_2025-06-24,vv_2025-07-06,vh_2025-07-06,vv_2025-07-18,vh_2025-07-18,vv_2025-07-30,vh_2025-07-30,vv_2025-08-23,vh_2025-08-23,vv_2025-09-04,vh_2025-09-04,vv_2025-09-16,vh_2025-09-16,vv_2025-09-28,vh_2025-09-28,vv_2025-10-10,vh_2025-10-10,vv_2025-10-22,vh_2025-10-22,vv_2025-11-03,vh_2025-11-03,vv_2025-11-15,vh_2025-11-15,vv_2025-11-27,vh_2025-11-27,vv_2025-12-09,vh_2025-12-09,vv_2025-12-21,vh_2025-12-21
11,-10.022099618749799,-15.783795540177877,-7.708124711779732,-13.116095320383872,-7.827803571994206,-12.712456819526006,-7.094517460714491,-12.141663521020291,-5.641230547217279,-13.696137190493292,-6.947197297446469,-11.115079768493707,-6.564756552127893,-13.679868479128103,-7.384391636183861,-14.13984669797415,-8.33244479160207,-15.756908723513545,-8.055880797840455,-15.463210275035202,-9.735885547866285,-15.605385876481296,-5.900073808070245,-12.894302465362077,-10.058927742923112,-12.958070921061458,-8.354930432355745,-15.936415639724693,-8.198421666919586,-15.483075577187318,-8.553078927094182,-13.659917604640858
12,-9.494464945802592,-17.63808232408912,-6.453053819552751,-12.14901073133431,-8.06504283650975,-13.612344550735651,-7.223838874867642,-13.195424481179181,-7.838251530097323,-12.579758553108313,-6.943361249775611,-11.203308097719498,-7.360189817052394,-11.529458034142069,-7.683178877945261,-15.658437051610754,-11.306917116065309,-18.051794514865783,-7.443526916534545,-16.025210620226165,-8.159715200212435,-16.009950500305713,-6.257046090992523,-12.833829800429992,-7.736545810437667,-14.111477314875279,-8.150688113703229,-15.057000433186552,-5.3051714441173745,-12.326851331533364,-5.916522274114645,-12.768935705904081
13,-8.73429182054254,-15.115946996494634,-8.57887454592292,-14.773290112349427,-8.510391374061747,-14.747611640332961,-10.086798135416728,-17.11978659806851,-4.212571462143115,-13.551321437247065,-10.468646159194613,-15.607991467739764,-9.239632228104899,-16.50932998463221,-8.607030649471326,-15.867031635826836,-10.30300155140193,-16.90219391981743,-8.212878784657814,-16.052731199129315,-8.260447768049026,-16.249283943324848,-5.925845001332187,-13.261138884424229,-6.44945793924062,-13.76777848239248,-5.846746602407478,-13.944282647847183,-3.6614762877886244,-13.777510017356903,-3.751851583881867,-12.548438242963766
14,-1.1846233367657886,-8.656215145846756,-2.8290042302019343,-10.585013460649764,-2.6374782535448436,-10.767554223003748,-2.1511634560686144,-11.26761856953976,-2.620436397084423,-10.374157474716002,-5.674893799404258,-11.834111708449377,-3.790875202854921,-12.698321798191941,-5.38529426214565,-11.70177158652784,-5.045291476895001,-12.821880979955399,-7.370699957679463,-14.056261235672602,-9.678588029809948,-17.35533424965417,-6.944264247104574,-14.332209648486918,-9.281116851477059,-18.896351140459924,-10.286005074278732,-17.381026794912202,-9.779912098041736,-16.884452897411993,-8.359748023825341,-16.23886838600033
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,-10.035890321534824,-16.822748450263273,-7.054529242425971,-15.034682624820396,-9.118979980172444,-14.6990169868552,-8.208393754084327,-15.060685050480384,-6.260537001604012,-14.179984651716689,-9.053644024147424,-16.385020871693815,-10.83649109305221,-16.34339780474957,-9.827824381416065,-16.403451957367903,-10.506340059141262,-19.877423892839317,-6.71900542555645,-15.195290808980007,-5.588032067233573,-12.52308748886821,-4.994872894775421,-10.77085363344997,-5.569716695313122,-13.656766254171133,-5.792270844958373,-12.41880349075698,-6.590287024987335,-15.00938990657318,-5.93143484311279,-13.196674532369624
21,-8.875857850434558,-18.090611341298708,-6.279209494612293,-15.165973523563427,-7.8993874681896505,-16.55738645328367,-9.481772100388243,-16.365584725024938,-7.361970180016279,-15.72954282718882,-10.293112969651668,-18.142789392712803,-13.32892474442081,-19.285973235591413,-9.66090818835966,-17.74344235982276,-9.693424886991055,-17.974528270050488,-7.744100053963057,-15.261683950188079,-9.50068031036863,-14.877164681531285,-5.618117665950453,-12.314114083523686,-7.395503740599773,-14.61042217987227,-6.043906341259885,-12.363063595579739,-6.223780619620118,-13.318392927170466,-3.7712581907368277,-12.682915523544281
22,-8.53339860881946,-17.475417125418996,-7.193923823217824,-17.53407765984133,-8.953062785334378,-16.018436178644993,-11.024597027104395,-17.503364489261266,-6.486598622602649,-14.809708812015037,-9.013159153949239,-16.839312614459377,-9.33100477748178,-16.212920545404028,-9.71997921810311,-15.309075351856736,-10.000095665112358,-16.348506546873544,-8.916581768458322,-17.02637844720267,-8.471580675996213,-15.26569390583985,-5.909310418641503,-11.464172809727444,-9.66294256295056,-17.51228538185926,-6.287582612191041,-16.43197933476918,-9.536868170349736,-19.644104390046934,-7.232154164976693,-15.9342787538118
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,-9.21582424033597,-17.25789598121872,-9.308128284691048,-14.960022393756365,-9.054008734886384,-16.088790460159576,-9.606981283053464,-15.223063017934624,-5.804375196136261,-12.71638457529045,-8.818876052399807,-17.16568865733848,-8.977710005586902,-14.950264901615117,-9.969445922473362,-16.87487225100903,-9.932801127309329,-17.961256394617045,-9.290556394392937,-14.547423014351894,-8.919197160581083,-16.511336912485884,-9.261427884600604,-15.998409391336313,-10.461353516367602,-19.55022701421176,-9.928965941620188,-18.241819386185693,-10.207903333231867,-18.067322486859975,-10.204810354384781,-17.920111215253094
25,-9.481141611996911,-17.835697542811484,-10.801089532625108,-16.789132561294736,-9.393423823860058,-16.884944637521382,-8.605221605173147,-14.31958588466199,-6.135012713907998,-12.11448540862715,-7.991125800398731,-18.168986857950877,-12.040964409480175,-18.82886580913261,-9.547700049162724,-19.09636985310011,-8.332068040124872,-15.953510389558039,-8.443678210459394,-14.071313338148775,-7.3681094149503625,-15.420618670472512,-5.123490241859106,-11.53000365984809,-5.751441225589725,-12.021067199784454,-5.851265296575589,-13.685631432076047,-5.218371658887428,-12.81892858193806,-6.797686873837181,-12.83933702537496
26,-7.928249241466117,-16.439213077988583,-6.604544431362029,-17.50979311587541,-7.895956968274367,-16.913423188624034,-8.201857131580853,-12.589052132458303,-3.721554461848062,-12.899700489023836,-4.741652823465278,-16.661985389912413,-6.765958492524894,-17.127228194052446,-8.134520981649775,-16.24791444308944,-9.847907738976449,-17.703711227191885,-4.850133708876648,-14.662472130837724,-9.523452875108022,-16.103213757487218,-5.726178155909793,-12.729558021782525,-7.423475148882222,-13.890198556839636,-5.535531932358606,-12.522403692033144,-4.517514377954308,-13.356253448405157,-5.381524480464991,-12.768555766643736
27,-8.787227114852673,-17.549933437381874,-9.135495992396233,-16.00929025002767,-9.241977741390773,-16.93319017886845,-7.962212982739414,-13.49985970616049,-5.179190366324297,-13.406107697161218,-8.044157420324918,-16.078372846481482,-10.274322712510237,-17.290513293119588,-9.1207769976841,-16.686695954257516,-8.69628906848537,-15.425933256604427,-7.880245623403943,-15.132131572483782,-9.567603540965086,-14.960453065986318,-7.875848199045317,-12.838357041853117,-6.042605346058929,-13.790010348467025,-6.995118397466014,-13.303274475214797,-7.886234357033819,-13.782394739532265,-6.822978146598556,-13.340069082263511
28,-10.449556804910278,-16.207651863964788,-8.435787474137403,-14.895778187530137,-7.058706864675983,-14.26850375955252,-9.00835432594302,-12.730658637247425,-7.818172820155555,-13.849095096340708,-6.117864112294219,-13.240836353050593,-8.783736601153665,-14.695104011661503,-10.09180811813231,-16.0592641159488,-8.622056432671794,-13.539548402444302,-8.34181355070337,-13.488881269264573,-9.832668622725373,-16.201809014733456,-5.959890544035709,-12.666329732429753,-8.868841151481629,-15.888811622098917,-7.921518394952844,-14.26566365651583,-8.20320066128321,-15.931960398041197,-8.363744373482394,-14.418797274001756
29,-10.156539746316046,-17.587223188865522,-9.966705870487122,-15.921729626268634,-7.751096226025162,-12.241162005924572,-5.489389692788881,-10.946504485517206,-6.5327066538368825,-10.644291487834124,-6.667632948462056,-14.052201342070457,-5.654524905252233,-15.162696858619793,-9.904548424559296,-16.809326610605865,-9.266422803409984,-15.286964303343332,-6.5121580887562995,-15.100938878931354,-8.64459896002519,-17.897593237747984,-6.347352129782154,-13.435338393259531,-9.700505629969175,-16.78261236546307,-8.335960064450846,-16.25794242057583,-10.036329076348128,-16.008486621558276,-9.492207540020578,-15.037493643993908
30,-5.373698569884558,-11.095650939062516,-2.6478442491175342,-11.071838508654341,-3.2458706104812487,-11.494625341961358,-1.8627989026350118,-10.224356206654875,-1.4330164916652746,-8.910706160540599,-1.2749269874780995,-8.367425069063808,-3.5573726412220847,-10.136835670507038,-3.418949033824588,-9.308790049607214,-3.0784785148657563,-10.92803172688236,-0.9752345855842568,-8.191454548029698,-2.401045839693275,-10.958228131045365,-1.8532681829867326,-10.60685064020834,-2.339145779502713,-9.864727110707008,-3.032141769552097,-11.210822692144017,-1.2869970904347152,-10.979605705698894,-5.066412288643059,-10.987176018504472
31,-9.123673329171798,-17.133836807134767,-11.185471985239456,-17.767331433046003,-4.789468714293116,-12.586801387080445,-5.307668906650024,-10.181668409113055,-4.8250483032392895,-10.824999917867997,-10.759468338060232,-16.222926984185516,-6.526044117908522,-13.138446891589258,-9.075483525178763,-16.927225809890707,-10.194476574429771,-15.969767957615158,-7.085453937590847,-15.254340927386076,-9.057476290023915,-16.002219486431926,-7.687419934405277,-14.709001172196064,-10.609479112143356,-16.75734370698835,-8.19866410977388,-16.802408876894294,-8.932299015091099,-16.672106017399347,-5.8735672279131474,-13.399550675724289
32,-8.37928659103579,-16.535991772522355,-5.197559924538333,-11.742781754657571,-7.5336081195624605,-11.687116646572226,-4.854432019377939,-10.153320711310199,-4.533850532859765,-13.914200454053791,-8.072251298651713,-12.317793539521753,-8.375976931824736,-10.520993992922893,-8.190136733131684,-15.113841678835884,-7.706296781500466,-15.91672119888229,-6.0980650400092085,-16.10275287198754,-10.88810271512516,-19.26038187305565,-11.303233868396,-16.718800586789683,-7.8843691869125365,-17.961050076771286,-5.473968873812289,-15.041374495023804,-8.053291100746158,-15.713663501591714,-4.319956106742417,-12.444884163297608
33,-8.174190839764155,-18.00127627776321,-5.922391741484045,-16.61882661250236,-6.945960976165468,-15.083458155690366,-8.42905796751732,-14.350081856350155,-4.128859641509815,-14.6111667471736,-9.18808214478095,-17.57124785512739,-11.972537004838536,-18.969996739326053,-9.750066226237763,-16.90228407795186,-8.584442183422865,-17.625527564229365,-7.048074841447943,-16.12840531588891,-9.926361438385655,-15.7079157905683,-4.367406123770941,-14.056714496479865,-4.028205477407497,-11.601301738362537,-4.863306118034595,-11.724140008307034,-2.826150521897875,-11.054491560611169,-3.4604156212425514,-11.395081869987013
34,-7.504605833243914,-14.755653978714205,-5.237009989795444,-13.672957969355078,-5.987199197749091,-14.235337543319392,-6.773595508618502,-12.181334308728594,-5.721563413825957,-13.104995931496497,-5.971106660983119,-13.421733410633012,-5.3663364251357315,-13.69733561504199,-7.473900759095134,-13.37669216730798,-7.1798702002832275,-13.541251053066407,-6.083925189322461,-13.487496889645392,-7.170615814997522,-14.088413476557806,-5.709709783286639,-13.362856628875623,-5.459144870336501,-12.87530127843761,-6.852097481875138,-12.873328054619716,-3.9101194518345066,-12.980256917478705,-3.9597332548260016,-11.780386489411258
35,-11.505187332291598,-19.000581616313557,-6.821540092700957,-14.351552857699621,-6.190690607580698,-12.133047704694723,-7.357051556504986,-11.445023145532707,-6.095054927697051,-12.663908227743057,-8.74543360472048,-15.423521399221798,-9.488562834966444,-16.671068241553666,-9.237709393907533,-16.316664149164275,-9.113597919358329,-18.684758479845957,-9.253386965350197,-17.35280717809453,-9.409095277226685,-17.363493486099923,-6.749103849294304,-14.254237104558449,-8.786768296247452,-17.019957674622134,-9.407064511757845,-14.811892082551516,-8.397490980447477,-15.461494467377952,-7.511232314204339,-15.279007066085978
36,-11.429329360397404,-18.559914521415322,-10.199020588226555,-16.036478066593613,-6.87890036764405,-13.76858683895841,-6.773408377707605,-12.906941802049733,-8.228176493586473,-14.777430173354556,-9.905619616915791,-16.398269408707257,-7.616030308393757,-15.980346718688786,-9.278562595685955,-15.548560229740572,-9.543474308806363,-17.295697866951553,-8.901288764683944,-16.78360483594811,-9.300046729007699,-17.100167077193596,-6.5484646132273285,-14.088933042361674,-9.345278763723487,-16.159299508017682,-7.93148522492301,-15.272763237089958,-8.580381457592681,-15.88710017248677,-7.403500533620769,-15.442521056547605
37,-10.07713745587526,-17.981230584176465,-9.029244435572878,-16.96609503939807,-8.805829711278763,-14.92053791346159,-9.52156521988684,-14.603538571233887,-6.022420710125553,-13.76354543509374,-8.209767945376049,-16.387697560919374,-9.576114394036656,-18.01030896163686,-9.404252793393889,-15.408495474600702,-6.04129557301826,-19.06863768329525,-8.193296497430522,-16.87775136560481,-9.006600127684605,-16.51634506381018,-5.019741078458551,-12.043635531910834,-6.876033522282783,-14.868282543614162,-4.9912507790722875,-12.441130564366386,-6.247445797582424,-15.033119088015617,-4.389513692138412,-12.798020037848426
38,-9.202072558521838,-16.776212180096355,-8.177964918693648,-16.28444591230783,-7.570946123161752,-14.158246728928493,-6.01228836934486,-13.601702615541944,-4.900750248533082,-13.528467821443844,-7.476527051358891,-14.288319998978686,-8.174914822539595,-15.139107508656624,-8.64128886373783,-13.950571539374003,-6.67849943643364,-17.160942076202264,-6.157368583067618,-14.511289804710096,-7.035893084415495,-14.104859616044257,-4.315198732871511,-12.63309480990155,-6.689736235201246,-14.555488119967869,-5.408967943580766,-13.70873943890105,-7.236352280425597,-13.602717067407806,-5.389786398601483,-13.77096757403806
39,-10.57378592924999,-16.535740101117394,-6.3827564461927055,-14.897902608873082,-7.011605630455172,-13.593592482777648,-6.977253189956254,-14.654876333657628,-6.645991472580624,-14.050875578835246,-8.956670588573296,-15.524709797533392,-8.499950371397842,-15.273805993441352,-10.48167927159976,-15.49041304606028,-9.313877298975195,-16.052948760066922,-9.078419403769109,-14.412394058869795,-8.585050663794966,-15.38252782106719,-8.255294782481114,-13.415461797613219,-8.54581032786167,-15.7059872777113,-8.397646477838967,-14.614656618457788,-6.493189513730444,-13.225170352480635,-6.5286212285333,-13.859947639028022
40,-10.371082598046709,-16.708042989097688,-7.3519646465376525,-16.24550281489109,-6.394508751781997,-10.76239227343664,-6.856514501333631,-11.470511198835847,-3.4644379601017112,-11.707943722486199,-10.178025260262515,-17.678047942843925,-6.843286602400722,-12.683795233981305,-8.795412200116928,-15.604753907536606,-8.875967616738864,-15.770682427219942,-7.298482983067212,-14.45600682866341,-8.490103913055187,-16.792914930765473,-5.725216212927479,-13.214510200916415,-7.971828777304076,-15.064246284156761,-8.440692394501944,-15.029562175474444,-9.392409156677452,-15.782558477683539,-8.92821715251691,-15.59914586835008
41,-3.259787237578287,-10.656439637147326,-3.2196240233705864,-9.178456487426816,-3.381081444091118,-9.438827817448018,-3.0968964066756732,-8.873944369482308,-2.2654648175755416,-8.836865349563375,-2.2658554147827963,-8.846438758568736,-2.6175593417307788,-9.898532995889024,-2.347759281611959,-9.282111170527257,-3.6650480970901245,-10.662436000375683,-1.8629179208865496,-9.393632189248626,-3.0794061950809986,-9.934173877517813,-2.436571940031158,-10.914949741523081,-3.545604393914141,-10.87991351413846,-6.8245277135608795,-13.503244384695074,-3.2470199424669897,-13.957432576476938,-5.010861089245733,-14.579881601933593
42,-9.053035180800814,-14.918711851427764,-7.592954773722828,-13.62901326001209,-6.448030227611522,-13.284351362338851,-6.361359003833236,-13.333308635805938,-4.46740167525604,-11.40581270492757,-3.101653197723855,-10.27491056754483,-3.0833371965292242,-10.12492254222809,-2.690929259743867,-10.164046730510535,-3.401915226098939,-10.542134833228348,-2.441225449074536,-8.800482361721357,-3.4706400051686455,-10.023082723821764,-2.4954255722366825,-8.444818245625708,-1.9063292440250286,-9.434400317372262,-1.4865251133365889,-9.898422717617084,-2.0145786559017074,-10.390686465037213,-2.243581452315366,-9.871922698174998
43,-6.615205887574865,-12.872203004861952,-6.7417056168708465,-13.09885771917534,-7.717190932084847,-12.600539642337282,-5.183291546759824,-12.178162708127896,-4.966177960240639,-12.25925758991982,-5.547444665731001,-13.338752178033177,-6.208624758359868,-13.65319270303421,-6.96790346848592,-13.395545604900702,-7.201145818702342,-13.074466397726397,-5.613323614244475,-12.298441926807604,-6.911728585680208,-12.099840387606477,-4.624914193622745,-11.956733030379104,-6.194178561834903,-13.443049368886067,-6.426061337563651,-14.719247842114722,-3.737506552794012,-14.530338132328458,-5.891570842500592,-13.643003987574755
44,-7.740856351913883,-16.44680967088211,-10.80451485372448,-17.811797150796657,-9.32757735209305,-15.857710411653974,-7.377029157237067,-14.814069244764525,-3.61136904592404,-15.532985219071634,-6.746015474044578,-16.748524211395456,-8.673398102315788,-14.961867086719609,-8.903588858619791,-15.474398550314053,-9.19300479767931,-16.505390040279945,-5.914453595126828,-13.495705413153164,-7.202923800106084,-14.308440416676165,-6.495016302801578,-12.721125204217934,-7.29794312845781,-14.974748445151416,-5.194547241267121,-13.239117877925786,-4.098525014791701,-12.330012296015179,-7.732856510402257,-14.667608949193877
45,-10.361907041069378,-17.481122285201,-11.08995165496109,-16.595239289815694,-9.872575515681298,-14.96988413048792,-8.275982607057077,-14.539770386094094,-6.4578880028526715,-13.215151166698744,-6.775655829046538,-12.301985885027843,-5.402377500155736,-13.235601842541973,-6.53937241796362,-12.216883181692538,-7.454656035829565,-13.54074683606349,-5.846070058603958,-11.904678980071036,-6.311657283151045,-12.95206699655404,-3.7360557095772884,-10.792677320220534,-4.641068095586106,-13.533498262698293,-5.266106468946035,-10.82023615833436,-4.732042963100688,-12.07125335609367,-6.801714539583367,-12.354365925541495
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,-8.445151320323188,-16.015260524716297,-9.311191925797553,-15.151123122103305,-7.5118526486774755,-13.848732892484994,-5.907910072110819,-13.723073944546842,-6.440943550222846,-12.386669126514445,-6.12228331583819,-13.107384635328984,-5.394599107696992,-11.72681240914359,-4.7618538218596225,-12.701535755510756,-5.634633953554042,-11.405201213292862,-5.470085278875414,-11.903724108520915,-5.708753530728642,-14.287054885106995,-5.474303494802678,-11.729201665554903,-4.462296444968927,-11.838714548350463,-4.623104280347302,-11.828290747661113,-3.894177501379179,-12.212375106019573,-4.790236857011396,-11.800091641006343
48,-8.481162958563619,-15.614878521489626,-7.369316685640223,-15.41994456624984,-7.900254634868037,-13.699996525938458,-6.8354744809349715,-13.681535712801873,-6.1079775829941525,-12.3485317370862,-7.764349233532107,-12.716361648910617,-7.953765627808167,-13.975680945479365,-8.70629713204751,-13.293116404843081,-7.911486046161032,-14.63461986095698,-7.765207687308235,-14.173473441571973,-7.788062450931256,-15.326330877886667,-6.960536537564284,-13.8024571543247,-9.698182010605795,-15.287766816736717,-9.121518623427638,-13.552036138608837,-9.461158830070035,-13.905017944582706,-7.351226823428049,-15.80679760507798
49,-8.678821537238532,-15.896649820517156,-7.63548602758846,-14.779582833735912,-8.225336036494229,-16.089592368615655,-7.985408597901329,-13.466188232245734,-4.738805276454113,-12.60815026727947,-7.8257602054693205,-15.856745906300382,-9.477033309367929,-16.753117960765795,-9.976153035201422,-17.312018395393544,-9.841803463393184,-17.329838652044696,-7.423944878871773,-16.527470484198506,-9.53030943337241,-17.281373652714606,-7.0001120268018955,-15.119241420101995,-7.125227959302981,-15.745752066828508,-5.029113128201612,-14.801616124737436,-5.890817065597212,-14.00699092398342,-4.709283390262608,-13.245020485368181
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,-9.466561478317015,-16.50498525312983,-9.383801151812888,-15.358023952156346,-8.860072033777262,-14.84017557322991,-7.549074676659738,-13.125063143840176,-7.695798180822036,-12.29564443563108,-7.461997061271111,-14.487873900345335,-7.6245248323981665,-15.91044000291154,-7.5190854246640875,-14.488875764256955,-7.459573470251143,-14.696889702615676,-5.925481869546613,-16.075986739791972,-8.813470280562436,-17.539474199530655,-8.130376146036344,-12.570449549710943,-5.5649433897271186,-13.823592418480516,-7.385304291592619,-12.086198983758734,-6.0509920257484,-15.15229186621512,-7.229464919566216,-14.271163503433414
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,-9.927139399148228,-16.57942700622943,-7.49634662588853,-15.154415940590662,-6.224638923642425,-11.694442066778464,-6.26666854217322,-13.788325183425078,-4.505107595783979,-14.500803976097574,-5.023846013376545,-13.852518811231642,-6.44541103311799,-12.91241677865054,-8.352384805937819,-12.362826880688543,-8.119356204337594,-15.075037249596273,-7.489655910000712,-13.742228068404586,-8.143547787574922,-14.39143983231798,-5.878251972040108,-13.253016451670055,-7.341143421506443,-14.575313594434194,-7.8233466165928665,-12.868945695885968,-7.174707618891356,-15.150176017319838,-6.209221574922328,-12.194208231037976
